# Wavelength in nm, Data in W / (nm m2)
#wavelength data
403.40170874221764 2.9868348555217023e-17
403.5498012784441 7.918260487287291e-17
403.6978938146705 1.0470458191613059e-16
403.84598635089696 7.476929404750989e-17
403.9940788871234 2.0416826698759616e-17
404.14217142334985 8.798278386187506e-17
404.29026395957635 -1.121620455725194e-16
404.4383564958028 -6.205044676655865e-17
404.58644903202924 1.860357060697247e-17
404.7345415682557 -2.0153759143710402e-18
404.8826341044821 4.1723081278315697e-19
405.03072664070856 1.6291559333642465e-16
405.17881917693506 2.1735456777327339e-16
405.3269117131615 1.2198394489037885e-16
405.47500424938795 1.0268928859682113e-17
405.6230967856144 2.2401559145519802e-17
405.77118932184084 5.169126483458455e-17
